,Unnamed: 0,Edad,Sexo,Perscargo,Estrato,Nivel de estudios,Tipo de contrato,Ingresos,Egresos,Tipo de actividad,Tipo de vivienda,Total activos,Total pasivos,Salario,Ingresos por arriendo,Ingresos por honorarios,Ingresos financieros,Otros ingresos,Gasto familiar,Gasto obligatorio,Gasto arriendo,Otros gastos,Destino,Monto,Plazo,Cuota,ConoCliente,Garantia,RespPat,Fecha_corte,CuidadRes,Ocupacion,Agencia,Cargo,Califica,FecIngEmp,FecIngreso,FecUltAct,Ciiu,Pagare,Estado,MoraCome,EndeuIndi,Puntaje
67,68,56,no,1,3,Primaria,Indefinido,1126900,0,Empleado,Arrendada,0,0,496900,630000,0,0,0,0,0,0,0,Consumo,6000000,18,397.695,Buenas Referencias,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Medellin,Sin Profesión,Belen,,0,2008-01-15,2007-12-15,2009-03-30,industrias manufactu - fabricacion de prend,,Negado,Con Experiencia sin Mora,0,38.0
68,69,48,yes,4,3,Bachiller,Prestación de Servicios,3500000,462000,Independiente,Propia,0,0,0,0,0,0,3500000,0,462000,0,0,Consumo,2500000,12,240044,Buena Experiencia CFB,Sin Codeudor,Prop.y Vehìculo,2009-01-31,La Estrella,Sin Profesión,Itagui,,1,2000-06-01,2004-01-13,2009-01-07,transporte almacenam - transporte por via t,41649.0,Negado,Con Experiencia sin Mora,0,57.0
69,70,63,no,0,3,Primaria,Ninguno,1699000,920000,Jubilado,Familiar,0,13000000,1349000,350000,0,0,0,0,920000,0,0,Consumo,8000000,48,280.284,Sin Referencias,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Itagui,Sin Profesión,Itagui,,1,1999-01-21,1998-01-21,2009-03-09,,,Negada,Mora mayor a 60 Dìas,10,
70,71,63,no,0,5,Especializacion,Ninguno,1603000,552000,Jubilado,Propia,0,0,1603000,0,0,0,0,0,552000,0,0,Consumo,4400000,36,170.644,Buena Experiencia CFB,Hipoteca,Prop.con Hipoteca,2009-03-31,Medellin,Bibliotecarios documentalistas y afines,Belen,,1,,2001-01-31,2009-03-17,,,Negada,Con Experiencia sin Mora,20,
71,72,41,yes,2,1,Primaria,Ninguno,650000,103000,Independiente,Propia,0,0,650000,0,0,0,0,0,103000,0,0,Consumo,1500000,6,265534,Buena Experiencia CFB,Con Codeudor(es),Prop.sin Hipoteca,2009-01-31,Medellin,Sin Profesión,Belen,,1,2007-10-25,1996-01-25,2009-01-22,otras actividades em - actividades juridica,42013.0,Negado,Con Experiencia sin Mora,0,21.0
72,73,63,no,0,5,Especializacion,Ninguno,1603000,552000,Jubilado,Propia,0,0,1603000,0,0,0,0,0,552000,0,0,Consumo,4400000,36,170.644,Buena Experiencia CFB,Hipoteca,Prop.con Hipoteca,2009-03-31,Medellin,Bibliotecarios documentalistas y afines,Belen,,1,,2001-01-31,2009-03-17,,,Negada,Con Experiencia sin Mora,20,
73,74,27,yes,2,3,Bachiller,Indefinido,763000,111000,Empleado,Familiar,0,112000,496900,0,0,0,266100,0,111000,0,0,Consumo,3500000,24,190331,Buenas Referencias,Libranza Establecida,Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Envigado,,0,2005-06-21,2007-08-02,2009-01-09,industrias manufactu - fabricacion de vehic,41712.0,Negado,Con Experiencia sin Mora,0,48.0
74,75,26,yes,1,2,Bachiller,Indefinido,869790,452000,Empleado,Familiar,0,2889007,869790,0,0,0,0,0,452000,0,0,Consumo,1200000,18,79.539,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Caldas,Sin Profesión,Caldas,,1,2005-08-11,2003-03-31,2009-03-05,industrias manufactu - fabricacion de produ,,Negada,Con Experiencia sin Mora,40,
75,76,63,yes,2,3,Bachiller,Ninguno,3000000,870000,Independiente,Arrendada,0,0,0,0,0,0,3000000,0,870000,0,0,Consumo,10000000,48,321.282,Buenas Referencias,Con Codeudor(es),Prop.y Vehìculo,2009-03-31,Itagui,Sin Profesión,Sabaneta,,1,,1997-06-17,2009-03-26,transporte almacenam - transporte por via t,,Negado,Con Experiencia sin Mora,0,62.0
76,77,28,yes,2,2,Técnico,Indefinido,662309,0,Empleado,Propia,0,0,662309,0,0,0,0,0,0,0,0,Consumo,700000,12,66395,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Técnicos  en electrónica y telecomunicaciones,Altavista,,1,2005-09-21,2009-01-26,2009-01-22,comercio al por mayo - comercio mantenimien,42014.0,Negado,Mora mayor a 60 Dìas,0,33.0
77,78,51,no,1,3,Bachiller,Ninguno,382849,277000,Jubilado,Arrendada,0,600000,382849,0,0,0,0,0,277000,0,0,Consumo,1900000,24,99.641,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Caldas,Sin Profesión,Caldas,,1,2007-01-01,2001-05-25,2009-03-04,,,Negado,Màximo 3 moras 30 Dìas,0,60.0
78,79,42,no,2,2,Técnico,Ninguno,2475000,110000,Ama de Casa,Propia,0,0,2475000,0,0,0,0,0,110000,0,0,Consumo,20000000,24,$ 1.048.857,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,La Estrella,Técnicos en programación informática,Caldas,,1,,1998-01-13,2009-03-24,,,Negado,Con Experiencia sin Mora,0,27.0
79,80,42,no,2,2,Técnico,Ninguno,2475000,110000,Ama de Casa,Propia,0,0,2475000,0,0,0,0,0,110000,0,0,Consumo,20000000,24,$ 1.048.857,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,La Estrella,Técnicos en programación informática,Caldas,,1,,1998-01-13,2009-03-24,,,Negado,Con Experiencia sin Mora,0,22.0
80,81,42,no,2,2,Técnico,Ninguno,2475000,110000,Ama de Casa,Propia,0,0,2475000,0,0,0,0,0,110000,0,0,Consumo,20000000,24,$ 1.048.857,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,La Estrella,Técnicos en programación informática,Caldas,,1,,1998-01-13,2009-03-24,,,Negado,Con Experiencia sin Mora,0,34.0
81,82,43,yes,3,2,Bachiller,Fijo,513347,0,Empleado,Propia,0,137000,513347,0,0,0,0,0,0,0,0,Consumo,12000000,48,381731,Buena Experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Altavista,,1,2005-04-04,2005-11-23,2009-01-21,industrias manufactu - fabricacion de muebl,41969.0,Negado,Con Experiencia sin Mora,0,60.0
82,83,42,no,2,2,Técnico,Ninguno,2475000,110000,Ama de Casa,Propia,0,0,2475000,0,0,0,0,0,110000,0,0,Consumo,20000000,24,$ 1.048.857,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,La Estrella,Técnicos en programación informática,Caldas,,1,,1998-01-13,2009-03-24,,,Negado,Con Experiencia sin Mora,0,32.0
83,84,52,no,0,3,Bachiller,Ninguno,600000,0,Independiente,Propia,0,0,0,600000,0,0,0,0,0,0,0,Consumo,8000000,48,257.026,Buenas Referencias,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Medellin,Sin Profesión,Belen,,1,,2008-06-23,2009-03-27,actividades inmobili - actividades inmobili,,Negada,Con Experiencia sin Mora,365,
84,85,38,yes,3,4,Bachiller,Fijo,1600000,183000,Empleado,Familiar,0,193000,1600000,0,0,0,0,0,183000,0,0,Consumo,2000000,24,106944,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Floresta,,0,2001-06-25,2006-12-12,2009-01-19,industrias manufactu - actividades de edici,41938.0,Negado,Con Experiencia sin Mora,0,65.0
85,86,38,yes,3,4,Bachiller,Fijo,1600000,183000,Empleado,Familiar,0,193000,1600000,0,0,0,0,0,183000,0,0,Consumo,1200000,18,80748,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Floresta,,0,2001-06-25,2006-12-12,2009-01-19,industrias manufactu - actividades de edici,42214.0,Negado,Con Experiencia sin Mora,0,55.0
86,87,46,no,1,3,Especializacion,Indefinido,1698000,1009000,Empleado,Propia,0,0,1698000,0,0,0,0,0,1009000,0,0,Consumo,5000000,24,281.136,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Medellin,Otros profesionales de la educación,Itagui,,1,1995-08-18,1999-08-23,2009-03-17,educacion - educacion  en todas,,Negada,Dos moras 60 Dìas,12,
87,88,46,no,1,3,Especializacion,Indefinido,1698000,1009000,Empleado,Propia,0,0,1698000,0,0,0,0,0,1009000,0,0,Consumo,5000000,24,281.136,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Medellin,Otros profesionales de la educación,Itagui,,1,1995-08-18,1999-08-23,2009-03-17,educacion - educacion  en todas,,Negada,Dos moras 60 Dìas,12,
88,89,46,no,1,3,Especializacion,Indefinido,1698000,1009000,Empleado,Propia,0,0,1698000,0,0,0,0,0,1009000,0,0,Consumo,5000000,24,281.136,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Medellin,Otros profesionales de la educación,Itagui,,1,1995-08-18,1999-08-23,2009-03-17,educacion - educacion  en todas,,Negada,Dos moras 60 Dìas,12,
89,90,46,no,1,3,Especializacion,Indefinido,1698000,1009000,Empleado,Propia,0,0,1698000,0,0,0,0,0,1009000,0,0,Consumo,5000000,24,281.136,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Medellin,Otros profesionales de la educación,Itagui,,1,1995-08-18,1999-08-23,2009-03-17,educacion - educacion  en todas,,Negada,Dos moras 60 Dìas,12,
90,91,29,yes,4,1,Bachiller,Fijo,750000,7000,Empleado,Familiar,0,0,750000,0,0,0,0,0,7000,0,0,Consumo,300000,3,104128,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Altavista,,1,2006-06-01,2003-03-18,2009-01-06,industrias manufactu - fabricacion de prend,41610.0,Negado,Con Experiencia sin Mora,0,27.0
91,92,34,no,2,3,Bachiller,Ninguno,1500000,391000,Independiente,Familiar,0,0,0,0,0,0,1500000,0,391000,0,0,Consumo,260000,3,90.679,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Sabaneta,Sin Profesión,Sabaneta,,0,,2006-06-10,2009-03-20,industrias manufactu - fabricacion de produ,,Negado,Con Experiencia sin Mora,0,36.0
92,93,68,yes,0,3,Técnico,Prestación de Servicios,1380570,110000,Empleado,Propia,0,378000,461500,0,0,0,919070,0,110000,0,0,Consumo,2000000,24,106944,Buena Experiencia CFB,Con Codeudor(es),Prop.sin Hipoteca,2009-01-31,Sabaneta,Técnicos  en mecánica y construcción mecánica,Sabaneta,,1,2008-07-14,1994-11-01,2009-01-29,administracion publi - actividades legislat,41861.0,Negado,Con Experiencia sin Mora,0,65.0
93,94,39,no,2,3,Técnico,Indefinido,1022000,80000,Empleado,Familiar,0,11250000,1022000,0,0,0,0,0,80000,0,0,Consumo,10000000,48,294.587,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Caldas,Técnicos en programación informática,Caldas,,1,2007-08-01,2007-09-29,2009-03-24,intermediacion finan - intermediacion finan,,Negado,Mora mayor a 60 Dìas,0,57.0
94,95,39,no,2,3,Técnico,Indefinido,1022000,80000,Empleado,Familiar,0,11250000,1022000,0,0,0,0,0,80000,0,0,Consumo,10000000,48,294.587,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Caldas,Técnicos en programación informática,Caldas,,1,2007-08-01,2007-09-29,2009-03-24,intermediacion finan - intermediacion finan,,Negado,Mora mayor a 60 Dìas,0,57.0
95,96,60,yes,2,3,Bachiller,Indefinido,996900,29000,Empleado,Arrendada,0,0,496900,0,0,0,500000,0,29000,0,0,Consumo,3750000,36,149496,Buenas Referencias,Con Codeudor(es),Prop.sin Hipoteca,2009-01-31,Medellin,Sin Profesión,Floresta,,1,1996-08-27,2009-01-28,2009-01-28,administracion publi,42140.0,Negado,Con Experiencia sin Mora,0,69.0
96,97,38,no,0,3,Profesional,Fijo,2500000,326000,Empleado,Propia,0,28000000,2500000,0,0,0,0,0,326000,0,0,Consumo,14000000,48,449.795,Sin Referencias,Libranza Establecida,Sin Patrimonio,2009-03-31,Medellin,Administración de Empresas,Envigado,,1,1994-02-01,2009-03-26,2009-03-19,establecimientos edu,,Negada,Dos moras 60 Dìas,0,
97,98,34,yes,2,4,Especializacion,Indefinido,2326000,697000,Empleado,Familiar,0,3400000,2326000,0,0,0,0,0,697000,0,0,Consumo,1016000,18,69268,Buena Experiencia CFB,Libranza Establecida,Vehìculo con Prenda,2009-01-31,Envigado,Contadores,Belen,,1,2007-11-01,2007-11-14,2009-01-14,intermediacion finan - intermediacion finan,41775.0,Negado,Con Experiencia sin Mora,0,55.0
98,99,45,no,3,2,Profesional,Indefinido,1427000,511000,Empleado,Arrendada,0,570000,1427000,0,0,0,0,0,511000,0,0,Consumo,2000000,24,112.455,Buenas Referencias,Sin Codeudor,Inversiones,2009-03-31,Caldas,Profesores de educación preescolar,Caldas,,0,2001-03-14,2008-06-10,2009-03-17,educacion - educacion  en todas,,Negado,Mora mayor a 60 Dìas,0,47.0
99,100,45,no,3,2,Profesional,Indefinido,1427000,511000,Empleado,Arrendada,0,570000,1427000,0,0,0,0,0,511000,0,0,Consumo,2000000,24,112.455,Buenas Referencias,Sin Codeudor,Inversiones,2009-03-31,Caldas,Profesores de educación preescolar,Caldas,,0,2001-03-14,2008-06-10,2009-03-17,educacion - educacion  en todas,,Negado,Mora mayor a 60 Dìas,0,48.0
100,101,73,yes,1,3,Primaria,Ninguno,2320000,928000,Jubilado,Propia,0,0,2000000,320000,0,0,0,0,928000,0,0,Consumo,5200000,36,215.991,Buenas Referencias,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Medellin,Sin Profesión,Centro,,1,,1986-02-24,2009-03-28,,,Negada,Con Experiencia sin Mora,5,
101,102,51,yes,2,3,Bachiller,Fijo,827300,191000,Empleado,Propia,0,897267,768000,0,0,0,59300,0,191000,0,0,Consumo,4000000,36,155.131,Buena Experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Floresta,,1,1994-02-01,2004-03-26,2009-03-12,industrias manufactu,,Negado,Con Experiencia sin Mora,0,67.0
102,103,43,yes,2,2,Bachiller,Ninguno,2700000,2195000,Independiente con Experiencia > 3 anos,Familiar,0,600000,0,0,0,2700000,0,530000,450000,1215000,0,Reposicion de Activos Fij,1800000,18,121122,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-03-31,Bello,Sin Profesión,Bello,,0,2001-01-01,2009-03-10,2009-03-09,industrias manufactu - elaboracion de produ,43368.0,Negado,Con Experiencia sin Mora,0,41.0
103,104,51,yes,2,3,Bachiller,Fijo,827300,191000,Empleado,Propia,0,897267,768000,0,0,0,59300,0,191000,0,0,Consumo,4000000,36,155.131,Buena Experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Floresta,,1,1994-02-01,2004-03-26,2009-03-12,industrias manufactu,,Negado,Con Experiencia sin Mora,0,63.0
104,105,51,yes,2,3,Bachiller,Fijo,827300,191000,Empleado,Propia,0,897267,768000,0,0,0,59300,0,191000,0,0,Consumo,4000000,36,155.131,Buena Experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Floresta,,1,1994-02-01,2004-03-26,2009-03-12,industrias manufactu,,Negado,Con Experiencia sin Mora,0,73.0
105,106,51,yes,2,3,Bachiller,Fijo,827300,191000,Empleado,Propia,0,897267,768000,0,0,0,59300,0,191000,0,0,Consumo,4000000,36,155.131,Buena Experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Floresta,,1,1994-02-01,2004-03-26,2009-03-12,industrias manufactu,,Negado,Con Experiencia sin Mora,0,71.0
106,107,45,yes,2,2,Primaria,Ninguno,1500000,863000,Independiente,Familiar,0,0,0,0,0,0,1500000,0,863000,0,0,Consumo,2000000,24,104.886,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Guarne,Sin Profesión,Centro,,1,,2000-01-25,2009-03-26,agricultura ganaderi - actividades de servi,,Negado,Con Experiencia sin Mora,0,53.0
107,108,45,yes,3,3,Primaria,Ninguno,1000000,0,Independiente,Propia,0,0,0,0,0,0,1000000,0,0,0,0,Inv.Patrimonial,1000000,12,96486,Buena Experiencia CFB,Fondo de Garantia,Prop.sin Hipoteca,2009-03-31,Rionegro,Sin Profesión,Rionegro,,1,,2009-03-27,2009-03-25,transporte almacenam - transporte por via t,43782.0,Negado,Con Experiencia sin Mora,0,51.0
108,109,33,yes,2,2,Primaria,Indefinido,512000,290000,Empleado,Propia,0,0,512000,0,0,0,0,0,290000,0,0,Consumo,1700000,24,93.588,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,EL CARMEN DE VIBORAL,Sin Profesión,Rionegro,,1,2007-10-16,2008-08-29,2009-03-06,otras actividades em - otras actividades em,,Negado,Con Experiencia sin Mora,0,41.0
109,110,28,yes,1,2,Tecnólogo,Labor Contratada,2181000,3804000,Empleado,Familiar,0,0,0,0,0,2181000,0,640000,1914000,1200000,50000,Consumo,1000000,12,96.296,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Medellin,Técnicos  en mecánica y construcción mecánica,Belen,,0,2007-04-02,2006-02-24,2009-03-24,otras actividades em - obtencion y suminist,,Negada,Con Experiencia sin Mora,4,
110,111,28,yes,0,2,Profesional,Fijo,425475,585000,Empleado,Familiar,0,0,425475,0,0,0,0,0,585000,0,0,Consumo,4000000,36,155.131,Buenas Referencias,Fondo de Garantia,Sin Patrimonio,2009-03-31,Medellin,Profesores de educación secundaria,Belen,,1,2008-12-09,2008-06-24,2009-03-18,otras actividades de - actividades de espar,,Negada,Con Experiencia sin Mora,50,
111,112,64,no,2,2,Primaria,Ninguno,841079,354000,Jubilado,Familiar,0,0,841079,0,0,0,0,0,354000,0,0,Consumo,17500000,48,541899,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Caldas,Sin Profesión,Caldas,,1,,2004-02-20,2009-03-19,,43679.0,Negado,Con Experiencia sin Mora,0,64.0
112,113,49,no,0,2,Primaria,Ninguno,496900,0,Jubilado,Propia,0,0,496900,0,0,0,0,0,0,0,0,Consumo,15000000,48,499032,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Altavista,,0,,2008-06-25,2009-03-18,,43599.0,Negado,Con Experiencia sin Mora,0,47.0
113,114,46,yes,2,3,Bachiller,Ninguno,1609000,1794000,Independiente,Propia,0,20000000,1300000,309000,0,0,0,0,1794000,0,0,Consumo,6000000,36,232.696,Buenas Referencias,Con Codeudor(es),Prop.y Vehìculo,2009-03-31,Medellin,Sin Profesión,Floresta,,0,2002-03-03,2009-02-23,2009-03-17,transporte almacenam - transporte por via t,,Negado,Una mora 60 Dìas,0,55.0
114,115,55,yes,1,2,Primaria,Ninguno,4000000,1077000,Independiente,Arrendada,0,7000000,0,0,0,0,4000000,0,1077000,0,0,Consumo,1000000,18,65245,Buena Experiencia CFB,Fondo de Garantia,Vehìculo sin Prenda,2009-03-31,Itagui,Sin Profesión,Itagui,,1,1988-01-01,2004-01-28,2009-03-25,transporte almacenam - transporte por via t,43799.0,Negado,Con Experiencia sin Mora,0,41.0
115,116,46,yes,1,2,Bachiller,Ninguno,496900,179000,Jubilado,Propia,0,0,496900,0,0,0,0,0,179000,0,0,Consumo,2000000,24,110.103,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Altavista,,1,2003-01-01,2004-07-12,2009-03-06,,,Negado,Màximo 3 moras 30 Dìas,0,42.0
116,117,26,no,2,2,Bachiller,Ninguno,1146800,0,Independiente,Familiar,0,3000000,1146800,0,0,0,0,0,0,0,0,Consumo,1200000,18,80748,Buenas Referencias,Codeudor,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Altavista,,5,,2006-09-09,2009-03-31,administracion publi - prestacion de servic,43914.0,Negado,Mora mayor a 60 Dìas,0,35.0
117,118,45,yes,4,2,Bachiller,Ninguno,2250000,336000,Independiente,Propia,0,0,0,0,0,0,2250000,0,336000,0,0,Consumo,9000000,48,289.154,Buena Experiencia CFB,Hipoteca,Prop.y Vehìculo,2009-03-31,Medellin,Sin Profesión,Altavista,,1,,1987-06-06,2009-03-13,transporte almacenam - transporte por via t,,Negado,Con Experiencia sin Mora,0,72.0
118,119,64,no,0,4,Primaria,Ninguno,496900,0,Jubilado,Familiar,0,0,496900,0,0,0,0,0,0,0,0,Consumo,7000000,36,279060,Buena Experiencia CFB,No Admisible,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Centro,,1,,1993-05-22,2009-03-18,,43626.0,Negado,Con Experiencia sin Mora,0,67.0
119,120,61,no,0,5,Bachiller,Ninguno,3100000,557000,Independiente,Propia,0,0,0,300000,0,0,2800000,0,557000,0,0,Consumo,675000,6,120708,Buena Experiencia CFB,Sin Codeudor,Prop.sin Hipoteca,2009-03-31,Medellin,Sin Profesión,Belen,,0,,2005-10-04,2009-03-26,comercio al por mayo - comercio mantenimien,43334.0,Negado,Con Experiencia sin Mora,0,69.0
120,121,34,yes,1,5,Tecnólogo,Indefinido,1022000,20000,Empleado,Propia,0,0,1022000,0,0,0,0,0,20000,0,0,Consumo,15000000,60,382.208,Buenas Referencias,Libranza Establecida,Prop.y Vehìculo,2009-03-31,Rionegro,Administración de Empresas,Centro,,1,2008-12-19,2009-02-26,2009-03-16,intermediacion finan - intermediacion finan,,Negada,Mora mayor a 60 Dìas,0,
121,122,34,yes,1,5,Tecnólogo,Indefinido,1022000,20000,Empleado,Propia,0,0,1022000,0,0,0,0,0,20000,0,0,Consumo,15000000,60,382.208,Buenas Referencias,Libranza Establecida,Prop.y Vehìculo,2009-03-31,Rionegro,Administración de Empresas,Centro,,1,2008-12-19,2009-02-26,2009-03-16,intermediacion finan - intermediacion finan,,Negada,Mora mayor a 60 Dìas,56,
122,123,47,yes,0,3,Bachiller,Ninguno,4700000,659000,Independiente,Propia,0,40000000,4700000,0,0,0,0,0,659000,0,0,Consumo,70000000,60,$ 2.193.041,Buena Experiencia CFB,Hipoteca,Prop.con Hipoteca,2009-03-31,Medellin,Sin Profesión,Altavista,,1,1999-01-12,2005-07-12,2009-03-24,comercio al por mayo - comercio mantenimien,,Negada,Màximo 3 moras 30 Dìas,6,
123,124,30,yes,2,3,Bachiller,Indefinido,936683,842000,Empleado,Arrendada,0,0,936683,0,0,0,0,0,842000,0,0,Consumo,2700000,24,148.64,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Itagui,,1,2007-02-05,2008-07-16,2009-03-24,transporte almacenam - transporte por via t,,Negado,Con Experiencia sin Mora,0,51.0
124,125,65,no,0,2,Primaria,Ninguno,496900,628000,Jubilado,Propia,0,0,496900,0,0,0,0,0,628000,0,0,Consumo,250000,3,86773,Buena Experiencia CFB,No Admisible,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Centro,,1,,1997-06-13,2009-03-24,,43662.0,Negado,Con Experiencia sin Mora,0,34.0
125,126,64,no,4,1,Ninguno,Ninguno,496900,0,Jubilado,Familiar,0,0,496900,0,0,0,0,0,0,0,0,Consumo,282000,3,97880,Buena Experiencia CFB,Fondo de Garantia,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Centro,,1,,2004-10-19,2009-03-20,,43699.0,Negado,Màximo 3 moras 30 Dìas,0,42.0
126,127,69,yes,1,3,Bachiller,Ninguno,1022000,579000,Jubilado,Familiar,0,0,1022000,0,0,0,0,0,579000,0,0,Consumo,2500000,24,140.568,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-03-31,Envigado,Sin Profesión,Envigado,,1,,1999-06-05,2009-03-31,,,Negado,Con Experiencia sin Mora,0,67.0
127,128,64,yes,1,5,Tecnólogo,Ninguno,1648867,1622000,Jubilado,Propia,0,0,1648867,0,0,0,0,0,1622000,0,0,Consumo,6000000,36,256.718,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-03-31,Medellin,Técnicos asistentes en operaciones comerciales.,Caldas,,1,,2008-11-29,2009-03-12,,,Negada,Con Experiencia sin Mora,27,
128,129,61,yes,2,3,Especializacion,Indefinido,3909000,2738000,Empleado,Familiar,0,0,3909000,0,0,0,0,0,2738000,0,0,Consumo,12800000,48,465.429,Buena Experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-03-31,Medellin,Profesores y docentes en educación formal,Envigado,,1,1982-09-06,2001-10-19,2009-03-24,educacion - educacion  en todas,,Negada,Con Experiencia sin Mora,16,
129,130,50,yes,4,5,Profesional,Ninguno,2500000,1200000,Independiente,Propia,0,0,0,0,0,0,2500000,1200000,0,0,0,Consumo,600000,18,40374,Buenas Referencias,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Medellin,Arquitectos,Floresta,,0,,2005-11-30,2009-03-27,otras actividades em - actividades de arqui,43202.0,Negado,Con Experiencia sin Mora,0,77.0
130,131,62,yes,2,3,Primaria,Indefinido,2488000,1225000,Empleado,Propia,0,1239000,1288000,0,0,0,1200000,0,1225000,0,0,Consumo,2000000,24,110.103,Buenas Referencias,Fondo de Garantia,Prop.sin Hipoteca,2009-03-31,Medellin,Sin Profesión,Centro,,0,1969-06-16,2006-09-20,2009-03-17,transporte almacenam - correo y telecomunic,,Negada,Con Experiencia sin Mora,27,
131,132,31,yes,3,3,Técnico,Prestación de Servicios,1080000,0,Empleado,Familiar,0,0,1080000,0,0,0,0,0,0,0,0,Consumo,8000000,36,150047,Buenas Referencias,Fondo de Garantia,Sin Patrimonio,2009-03-31,Bello,Técnicos asistentes de servicios administrativos y afines,Bello,,0,2008-02-01,2009-03-05,2009-03-05,administracion publi,43253.0,Negado,Sin experiencia,0,56.0
132,133,50,yes,3,2,Primaria,Labor Contratada,1500000,0,Independiente,Propia,0,0,1500000,0,0,0,0,0,0,0,0,Consumo,1300000,18,89.481,Buena Experiencia CFB,Fondo de Garantia,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Floresta,,1,2000-10-10,2005-12-23,2009-03-18,industrias manufactu - transformacion de la,,Negado,Con Experiencia sin Mora,0,49.0
133,134,36,yes,0,4,Profesional,Indefinido,4050000,1509000,Empleado,Propia,0,0,2200000,350000,0,0,1500000,0,1509000,0,0,Consumo,29000000,48,$ 1.016.029,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Medellin,Administración de Empresas,Altavista,,1,2003-07-02,2006-06-16,2009-03-24,comercio al por mayo - comercio mantenimien,,Negada,Con Experiencia sin Mora,22,
134,135,68,yes,2,3,Primaria,Ninguno,1400000,0,Independiente,Propia,0,0,0,1400000,0,0,0,0,0,0,0,Consumo,1200000,18,78294,Buenas Referencias,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Rionegro,Sin Profesión,Rionegro,,0,1990-01-01,2005-08-24,2009-03-12,actividades inmobili - actividades inmobili,43449.0,Negado,Con Experiencia sin Mora,0,61.0
135,136,36,yes,3,2,Técnico,Indefinido,1403930,696000,Empleado,Propia,0,0,1123930,0,0,0,280000,0,696000,0,0,Consumo,4000000,36,171.145,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-03-31,Itagui,Electrotécnicos,Itagui,,0,2002-04-01,2005-04-05,2009-03-12,transporte almacenam - transporte por via t,,Negada,Con Experiencia sin Mora,24,
